query_idx,ef_true,RV_rank_2.0,RV_rank_5.0,RV_rank_8.0,RV_rank_10.0,RV_rank_12.0,RV_rank_15.0,RV_rank_20.0,RV_rank_30.0
5430,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
1327,400,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
3742,50,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.8
409,2000,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
3272,50,0.6,0.8,0.8,0.8,0.9,0.9,0.9,0.9
1207,2000,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
9981,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
8017,100,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
6689,150,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7
26,100,0.4,0.5,0.6,0.6,0.6,0.6,0.7,0.7
9529,2000,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
4768,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9
7856,600,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.6
3287,2000,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5
2192,100,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
7713,100,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
7057,250,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
3714,100,0.3,0.5,0.5,0.5,0.6,0.6,0.6,0.6
9552,100,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.6
1544,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
3294,100,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
1193,300,0.3,0.5,0.6,0.6,0.7,0.7,0.7,0.8
4826,100,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
2631,2000,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
2111,50,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
8093,1650,0.2,0.4,0.5,0.5,0.5,0.6,0.6,0.7
4581,350,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7
5049,50,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
5446,550,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7
8484,50,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.7
3885,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
5098,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
8008,2000,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
4623,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
3733,1300,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5
7324,300,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
6711,900,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.6
2966,2000,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
5217,100,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.7
3812,50,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
2822,200,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
8276,150,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
2987,50,0.5,0.7,0.8,0.8,0.8,0.8,0.9,0.9
3868,2000,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
1926,900,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
1351,50,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.9
2107,150,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
3453,1200,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
3674,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
7538,450,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6
4350,200,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
8998,1950,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
5097,50,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
2718,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
4543,100,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8
8877,50,0.5,0.7,0.8,0.8,0.8,0.8,0.8,0.9
2836,50,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.8
8791,100,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7
2782,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
1279,50,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
6442,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
1447,900,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
2872,2000,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5
6269,100,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
7302,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8
9793,300,0.3,0.5,0.5,0.5,0.6,0.6,0.6,0.6
5191,50,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
4608,2000,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.5
1999,650,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
1023,2000,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
9225,950,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.6
2391,700,0.2,0.4,0.4,0.5,0.5,0.5,0.5,0.6
1874,200,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
9114,50,0.5,0.7,0.8,0.8,0.8,0.8,0.8,0.8
8238,50,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
4265,100,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7
9495,300,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
3682,50,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
6974,100,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
6453,200,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.5
8476,900,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
2309,50,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.9
8263,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
6020,50,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.9
1216,100,0.3,0.5,0.6,0.6,0.6,0.6,0.7,0.7
1012,50,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
5012,1650,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5
1339,50,0.5,0.7,0.7,0.7,0.8,0.8,0.8,0.8
7181,150,0.2,0.4,0.4,0.5,0.5,0.5,0.6,0.6
4233,300,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
8649,150,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7
2926,150,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
5022,2000,0.1,0.2,0.3,0.4,0.4,0.5,0.5,0.6
5286,100,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
9916,100,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
6785,50,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
3300,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
555,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
3444,1450,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
315,250,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
563,200,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
9629,50,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
9523,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
6979,200,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5
9468,50,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
2544,250,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
5333,100,0.3,0.5,0.6,0.6,0.6,0.6,0.7,0.7
9877,50,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7
687,100,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8
7068,2000,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5
2754,800,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5
8126,50,0.2,0.4,0.5,0.5,0.5,0.6,0.6,0.7
8440,150,0.4,0.6,0.6,0.6,0.7,0.7,0.7,0.7
4217,1050,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.5
1925,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
6106,100,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
9166,50,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.8
4397,50,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.9
6060,2000,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
8971,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9
2060,1900,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
2565,50,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9
4522,150,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.7
1573,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
9555,100,0.3,0.4,0.5,0.6,0.6,0.6,0.6,0.7
4524,50,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7
6186,600,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
1509,1600,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
8049,200,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6
6896,100,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
1771,2000,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
5379,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
3401,100,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8
1347,1050,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6
3745,50,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8
2556,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
3254,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
5042,200,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
4724,150,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
9449,50,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.8
9115,950,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
938,1750,0.2,0.4,0.5,0.5,0.6,0.6,0.6,0.7
8623,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
5933,50,0.3,0.4,0.5,0.6,0.6,0.6,0.6,0.7
2137,550,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
273,50,0.2,0.4,0.4,0.5,0.5,0.5,0.6,0.6
7782,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
503,50,0.3,0.5,0.6,0.6,0.7,0.7,0.8,0.8
872,50,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.7
9059,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
4510,200,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
1585,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
6542,650,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7
3549,100,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
9332,150,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
488,950,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
7214,50,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8
5018,50,0.4,0.6,0.6,0.7,0.7,0.7,0.8,0.8
8314,50,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.8
9257,2000,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
141,50,0.5,0.7,0.8,0.8,0.8,0.8,0.9,0.9
4595,50,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
5695,1500,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
4579,2000,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6
7527,50,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
9321,100,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
239,650,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.5
5485,150,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
4188,50,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
7689,100,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6
1027,50,0.5,0.7,0.8,0.8,0.8,0.8,0.8,0.9
9496,50,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9
6090,100,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8
4702,300,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5
7879,300,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7
4760,350,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
1146,2000,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
6960,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
351,2000,0.2,0.4,0.4,0.5,0.5,0.5,0.5,0.6
1525,2000,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
9753,500,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5
9619,550,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
9715,500,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.5
5717,100,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8
2452,50,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
7907,50,0.4,0.6,0.6,0.7,0.7,0.7,0.7,0.8
2356,100,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
9868,50,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9
8833,250,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
4525,50,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7
4990,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9
8237,50,0.3,0.4,0.5,0.6,0.6,0.6,0.6,0.7
9067,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
8468,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
1029,1350,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
251,50,0.4,0.6,0.7,0.7,0.8,0.8,0.8,0.8
4733,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
4528,400,0.2,0.4,0.4,0.5,0.5,0.5,0.6,0.6
817,1800,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5
3074,2000,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.4
5494,50,0.3,0.4,0.5,0.6,0.6,0.6,0.6,0.7
102,1500,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.5
3267,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9
4610,2000,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
4540,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
8958,300,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5
3111,1500,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.5
2860,2000,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.5
5053,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
1616,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
6331,50,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
4979,750,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.7
6202,50,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.9
4511,400,0.1,0.2,0.3,0.4,0.4,0.4,0.5,0.6
3969,450,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6
7737,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
6520,50,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.9
1147,700,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6
4533,100,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
2053,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
6722,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
9187,50,0.6,0.7,0.8,0.8,0.9,0.9,0.9,0.9
1853,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
236,100,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
1393,100,0.4,0.6,0.6,0.7,0.7,0.7,0.8,0.8
56,200,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6
