query_idx,ef_true,RV_rank_2.0,RV_rank_5.0,RV_rank_8.0,RV_rank_10.0,RV_rank_12.0,RV_rank_15.0,RV_rank_20.0,RV_rank_30.0
5286,100,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8
9916,50,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9
6785,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
3300,100,0.2,0.4,0.4,0.5,0.5,0.5,0.6,0.6
555,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
3444,100,0.2,0.4,0.4,0.5,0.5,0.5,0.6,0.6
315,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
563,50,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
9629,100,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.7
9523,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
6979,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
9468,150,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
2544,100,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
5333,50,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
9877,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
687,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
7068,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8
2754,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
8126,50,0.3,0.5,0.6,0.6,0.7,0.7,0.7,0.8
8440,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
4217,150,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
1925,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
6106,50,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7
9166,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.8
4397,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
6060,100,0.3,0.5,0.6,0.6,0.6,0.6,0.7,0.7
8971,50,0.6,0.8,0.8,0.8,0.8,0.8,0.9,0.9
2060,50,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9
2565,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
4522,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
1573,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
9555,100,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
4524,50,0.5,0.7,0.8,0.8,0.8,0.8,0.8,0.9
6186,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
1509,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
8049,50,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
6896,200,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.6
1771,100,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
5379,50,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
3401,200,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
1347,100,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
3745,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
2556,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
3254,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
5042,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
4724,200,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
9449,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
9115,100,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.7
938,100,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
8623,50,0.4,0.6,0.6,0.7,0.7,0.7,0.8,0.8
5933,50,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8
2137,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
273,50,0.4,0.6,0.6,0.7,0.7,0.7,0.8,0.8
7782,50,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
503,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
872,50,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
9059,100,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.6
4510,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
1585,150,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6
6542,50,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9
3549,100,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
9332,50,0.4,0.6,0.6,0.7,0.7,0.7,0.7,0.7
488,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
7214,350,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7
5018,150,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.8
8314,50,0.6,0.7,0.8,0.8,0.8,0.8,0.9,0.9
9257,200,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
141,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9
4595,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
5695,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
4579,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
7527,50,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9
9321,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.8
239,100,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
5485,150,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
4188,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.8
7689,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8
1027,50,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
9496,50,0.3,0.5,0.6,0.6,0.7,0.7,0.7,0.8
6090,50,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9
4702,100,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6
7879,50,0.6,0.8,0.8,0.8,0.8,0.9,0.9,0.9
4760,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
1146,300,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
6960,100,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
351,50,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.7
1525,100,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.7
9753,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
9619,100,0.4,0.5,0.6,0.7,0.7,0.7,0.8,0.8
9715,100,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
5717,550,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
2452,150,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
7907,100,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
2356,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
9868,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
8833,50,0.4,0.5,0.6,0.7,0.7,0.7,0.7,0.8
4525,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
4990,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
8237,100,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.7
9067,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
8468,100,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7
1029,100,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7
251,50,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
4733,50,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.7
4528,50,0.4,0.6,0.7,0.7,0.7,0.8,0.8,0.8
817,100,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.8
3074,50,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.6
5494,50,0.5,0.6,0.7,0.7,0.7,0.8,0.8,0.8
102,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
3267,100,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7
4610,200,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.7
4540,300,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6
8958,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
3111,100,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6
2860,200,0.3,0.4,0.5,0.6,0.6,0.7,0.7,0.7
5053,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
1616,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
6331,50,0.6,0.8,0.8,0.8,0.8,0.9,0.9,0.9
4979,50,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.9
6202,50,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9
4511,50,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8
3969,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
7737,50,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9
6520,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
1147,150,0.3,0.5,0.6,0.6,0.6,0.6,0.7,0.7
4533,50,0.4,0.6,0.6,0.7,0.7,0.7,0.8,0.8
2053,50,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8
6722,50,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9
9187,50,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8
1853,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
236,50,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.8
1393,50,0.3,0.5,0.6,0.6,0.7,0.7,0.7,0.8
56,50,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7
